Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Jiaming,2021-11-04 23:40:56,00:00:04,Autoplayed: user action: None; ,You: Season 1 (Trailer),TRAILER,Samsung 2018 Kant-S UHD TV Smart TV,00:00:04,Not latest view,US (United States)
Jiaming,2021-11-04 23:40:37,00:00:07,Autoplayed: user action: None; ,Season 1 :30 Product Preview: Vincenzo,PREVIEW,Samsung 2018 Kant-S UHD TV Smart TV,00:00:07,00:00:07,US (United States)
Jiaming,2021-11-04 21:58:21,00:00:04,Autoplayed: user action: None; ,American Horror Story: Cult_hook_05_16x9,HOOK,Chrome PC (Cadmium),00:00:04,00:00:04,US (United States)
Jiaming,2021-11-04 21:27:48,00:29:02,,Vincenzo: Season 1: Episode 1,,Chrome PC (Cadmium),00:18:21,00:18:21,US (United States)
Jiaming,2021-11-04 21:27:17,00:00:29,Autoplayed: user action: None; ,Season 1 :30 Product Preview: Vincenzo,PREVIEW,Chrome PC (Cadmium),00:00:29,Not latest view,US (United States)
Jiaming,2021-11-04 21:26:40,00:00:05,Autoplayed: user action: None; ,Season 1 Trailer: The Witcher,TRAILER,Chrome PC (Cadmium),00:00:05,00:00:05,US (United States)
Jiaming,2021-11-04 21:26:20,00:00:04,Autoplayed: user action: None; ,Season 1 :30 Product Preview: Vincenzo,PREVIEW,Chrome PC (Cadmium),00:00:04,Not latest view,US (United States)
Jiaming,2021-11-04 00:35:35,00:14:48,,You: Season 2: What Are Friends For? (Episode 3),,Samsung 2018 Kant-S UHD TV Smart TV,00:15:04,Not latest view,US (United States)
Jiaming,2021-11-03 23:37:22,00:48:34,,You: Season 2: Just the Tip (Episode 2),,Samsung 2018 Kant-S UHD TV Smart TV,00:48:51,00:48:51,US (United States)
Jiaming,2021-11-03 23:37:15,00:00:04,Autoplayed: user action: None; ,Season 3 Trailer 2: You,TRAILER,Samsung 2018 Kant-S UHD TV Smart TV,00:00:04,00:00:04,US (United States)
Jiaming,2021-11-02 23:56:37,00:00:01,,You: Season 2: Just the Tip (Episode 2),,Samsung 2018 Kant-S UHD TV Smart TV,00:00:17,Not latest view,US (United States)
Jiaming,2021-11-02 23:08:12,00:48:13,,You: Season 2: A Fresh Start (Episode 1),,Samsung 2018 Kant-S UHD TV Smart TV,00:48:14,00:48:14,US (United States)
Jiaming,2021-11-02 23:07:51,00:00:01,Autoplayed: user action: None; ,You: Season 1: Pilot (Episode 1),,Samsung 2018 Kant-S UHD TV Smart TV,00:02:49,00:02:49,US (United States)
Jiaming,2021-11-02 23:07:19,00:00:10,,You: Season 1: Pilot (Episode 1),,Samsung 2018 Kant-S UHD TV Smart TV,00:02:48,Not latest view,US (United States)
Jiaming,2021-11-02 23:07:01,00:00:13,Autoplayed: user action: None; ,Season 3 Trailer 2: You,TRAILER,Samsung 2018 Kant-S UHD TV Smart TV,00:00:13,Not latest view,US (United States)
Jiaming,2021-10-27 23:51:36,00:02:35,Autoplayed: user action: User_Interaction; ,You: Season 1: Pilot (Episode 1),,Samsung 2018 Kant-S UHD TV Smart TV,00:02:37,Not latest view,US (United States)
Jiaming,2021-10-27 23:51:04,00:00:06,Autoplayed: user action: None; ,Season 1 Inciting Incident Clip: My Name,HOOK,Samsung 2018 Kant-S UHD TV Smart TV,00:00:06,00:00:06,US (United States)
Jiaming,2021-10-15 20:40:44,00:01:13,,Money Heist: Part 1: Episode 2,,Netflix Chrome MAC (Cadmium) HTML 5,00:02:31,00:02:31,US (United States)
Jiaming,2021-10-15 19:54:55,00:45:44,,Money Heist: Part 1: Episode 1,,Netflix Chrome MAC (Cadmium) HTML 5,00:46:48,00:46:48,US (United States)
Jiaming,2021-10-15 19:54:44,00:00:06,,Money Heist: Part 3: We're Back (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:13:57,00:13:57,US (United States)
Jiaming,2021-10-14 04:22:38,00:45:04,,Ozark: Season 1: My Dripping Sleep (Episode 3),,Chrome PC (Cadmium),00:52:40,00:52:40,US (United States)
Jiaming,2021-10-14 04:22:28,00:00:05,Autoplayed: user action: None; ,You: Season 1 (Trailer),TRAILER,Chrome PC (Cadmium),00:00:05,Not latest view,US (United States)
Jiaming,2021-10-13 04:14:08,00:07:36,,Ozark: Season 1: My Dripping Sleep (Episode 3),,Chrome PC (Cadmium),00:07:36,Not latest view,US (United States)
Jiaming,2021-10-13 03:05:49,00:49:51,,Ozark: Season 1: Blue Cat (Episode 2),,Chrome PC (Cadmium),00:53:37,00:53:37,US (United States)
Jiaming,2021-10-13 02:05:13,00:03:50,,Ozark: Season 1: Blue Cat (Episode 2),,Chrome PC (Cadmium),00:03:27,Not latest view,US (United States)
Jiaming,2021-10-13 01:00:23,00:38:56,,Ozark: Season 1: Sugarwood (Episode 1),,Chrome PC (Cadmium),00:55:13,00:55:13,US (United States)
Jiaming,2021-10-12 17:22:54,00:17:46,,Ozark: Season 1: Sugarwood (Episode 1),,Chrome PC (Cadmium),00:17:27,Not latest view,US (United States)
Jiaming,2021-10-12 17:22:36,00:00:16,Autoplayed: user action: None; ,Ozark: Season 1 Podular: TEXTLESS / Crime - Thriller - Drama,TRAILER,Chrome PC (Cadmium),00:00:16,00:00:16,US (United States)
Jiaming,2021-10-12 17:22:01,00:00:16,Autoplayed: user action: None; ,Sense8 (Trailer),TRAILER,Chrome PC (Cadmium),00:00:16,00:00:16,US (United States)
Jiaming,2021-10-12 17:08:07,00:13:51,,Money Heist: Part 3: We're Back (Episode 1),,Chrome PC (Cadmium),00:13:51,Not latest view,US (United States)
Jiaming,2021-10-12 16:26:49,00:37:52,,Money Heist: Part 2: Episode 9,,Chrome PC (Cadmium),00:43:19,00:43:19,US (United States)
Jiaming,2021-10-12 04:58:02,00:04:34,,Money Heist: Part 2: Episode 9,,Chrome PC (Cadmium),00:05:37,Not latest view,US (United States)
Jiaming,2021-10-12 04:26:42,00:30:18,,Money Heist: Part 2: Episode 8,,Chrome PC (Cadmium),00:48:26,00:48:26,US (United States)
Jiaming,2021-10-11 22:36:51,00:17:15,,Money Heist: Part 2: Episode 8,,Chrome PC (Cadmium),00:18:08,Not latest view,US (United States)
Jiaming,2021-10-11 21:52:25,00:40:38,,Money Heist: Part 2: Episode 7,,Chrome PC (Cadmium),00:43:10,00:43:10,US (United States)
Jiaming,2021-10-11 21:08:31,00:43:53,,Money Heist: Part 2: Episode 6,,Chrome PC (Cadmium),00:44:45,00:44:45,US (United States)
Jiaming,2021-10-11 20:27:25,00:41:05,,Money Heist: Part 2: Episode 5,,Chrome PC (Cadmium),00:42:09,00:42:09,US (United States)
Jiaming,2021-10-11 20:01:42,00:25:40,,Money Heist: Part 2: Episode 4,,Chrome PC (Cadmium),00:49:56,00:49:56,US (United States)
Jiaming,2021-10-11 18:28:31,00:23:10,,Money Heist: Part 2: Episode 4,,Chrome PC (Cadmium),00:24:31,Not latest view,US (United States)
Jiaming,2021-10-11 18:07:06,00:21:24,,Money Heist: Part 2: Episode 3,,Chrome PC (Cadmium),00:43:07,00:43:07,US (United States)
Jiaming,2021-10-11 18:06:46,00:00:16,Autoplayed: user action: None; ,JAPAN SINKS: People of Hope: Season 1_hook_primary_16x9,HOOK,Chrome PC (Cadmium),00:00:16,00:00:16,US (United States)
Jiaming,2021-10-11 04:54:33,00:20:38,,Money Heist: Part 2: Episode 3,,Chrome PC (Cadmium),00:21:43,Not latest view,US (United States)
Jiaming,2021-10-11 04:05:24,00:42:07,,Money Heist: Part 2: Episode 2,,Chrome PC (Cadmium),00:40:55,00:40:55,US (United States)
Jiaming,2021-10-11 04:05:19,00:00:04,Autoplayed: user action: None; ,Welcome to Nairobi's Team,TRAILER,Chrome PC (Cadmium),00:00:04,00:00:04,US (United States)
Jiaming,2021-10-11 02:10:52,00:32:15,,House of Cards: Season 5: Chapter 64 (Episode 12),,Chrome PC (Cadmium),00:32:10,00:32:10,US (United States)
Jiaming,2021-10-11 01:39:07,00:24:26,,House of Cards: Season 5: Chapter 63 (Episode 11),,Chrome PC (Cadmium),00:48:28,00:48:28,US (United States)
Jiaming,2021-10-11 00:43:57,00:04:24,,House of Cards: Season 5: Chapter 63 (Episode 11),,Chrome PC (Cadmium),00:25:37,Not latest view,US (United States)
Jiaming,2021-10-10 19:49:02,00:17:15,,House of Cards: Season 5: Chapter 63 (Episode 11),,Chrome PC (Cadmium),00:21:12,Not latest view,US (United States)
Jiaming,2021-10-10 05:13:47,00:02:34,,House of Cards: Season 5: Chapter 63 (Episode 11),,Chrome PC (Cadmium),00:03:57,Not latest view,US (United States)
Jiaming,2021-10-10 04:19:24,00:53:18,,House of Cards: Season 5: Chapter 62 (Episode 10),,Chrome PC (Cadmium),00:53:47,00:53:47,US (United States)
Jiaming,2021-10-09 00:05:59,00:00:01,Autoplayed: user action: None; ,House of Cards: Season 5: Chapter 62 (Episode 10),,Chrome PC (Cadmium),00:00:08,Not latest view,US (United States)
Jiaming,2021-10-08 23:32:01,00:33:05,,House of Cards: Season 5: Chapter 61 (Episode 9),,Chrome PC (Cadmium),00:51:43,00:51:43,US (United States)
Jiaming,2021-10-08 21:38:14,00:17:01,,House of Cards: Season 5: Chapter 61 (Episode 9),,Chrome PC (Cadmium),00:18:37,Not latest view,US (United States)
Jiaming,2021-10-07 05:10:23,00:15:31,,House of Cards: Season 5: Chapter 60 (Episode 8),,Chrome PC (Cadmium),00:42:08,00:42:08,US (United States)
Jiaming,2021-10-06 02:38:14,00:25:03,,House of Cards: Season 5: Chapter 60 (Episode 8),,Chrome PC (Cadmium),00:26:37,Not latest view,US (United States)
Jiaming,2021-10-06 02:12:34,00:14:25,,House of Cards: Season 5: Chapter 59 (Episode 7),,Chrome PC (Cadmium),00:45:58,00:45:58,US (United States)
Jiaming,2021-10-06 00:52:49,00:29:58,,House of Cards: Season 5: Chapter 59 (Episode 7),,Chrome PC (Cadmium),00:31:33,Not latest view,US (United States)
Jiaming,2021-10-05 23:52:01,00:51:08,,House of Cards: Season 5: Chapter 58 (Episode 6),,Chrome PC (Cadmium),00:52:35,00:52:35,US (United States)
Jiaming,2021-10-05 23:04:26,00:47:33,,House of Cards: Season 5: Chapter 57 (Episode 5),,Chrome PC (Cadmium),00:48:49,00:48:49,US (United States)
Jiaming,2021-10-05 22:10:01,00:40:43,,House of Cards: Season 5: Chapter 56 (Episode 4),,Chrome PC (Cadmium),00:42:12,00:42:12,US (United States)
Jiaming,2021-10-05 21:20:31,00:48:14,,House of Cards: Season 5: Chapter 55 (Episode 3),,Chrome PC (Cadmium),00:49:40,00:49:40,US (United States)
Jiaming,2021-10-05 20:31:44,00:47:57,,House of Cards: Season 5: Chapter 54 (Episode 2),,Chrome PC (Cadmium),00:49:25,00:49:25,US (United States)
Jiaming,2021-10-05 19:55:16,00:36:26,,House of Cards: Season 5: Chapter 53 (Episode 1),,Chrome PC (Cadmium),00:52:32,00:52:32,US (United States)
Jiaming,2021-10-05 19:54:01,00:00:13,Autoplayed: user action: None; ,Hotel del Luna: Season 1_hook_05_16x9,HOOK,Chrome PC (Cadmium),00:00:13,00:00:13,US (United States)
Jiaming,2021-10-05 17:39:08,00:14:35,,House of Cards: Season 5: Chapter 53 (Episode 1),,Chrome PC (Cadmium),00:16:06,Not latest view,US (United States)
Jiaming,2021-10-05 16:43:14,00:51:19,,House of Cards: Season 4: Chapter 52 (Episode 13),,Chrome PC (Cadmium),00:52:42,00:52:42,US (United States)
Jiaming,2021-10-05 16:00:16,00:42:19,,House of Cards: Season 4: Chapter 51 (Episode 12),,Chrome PC (Cadmium),00:43:58,00:43:58,US (United States)
Jiaming,2021-10-05 15:05:18,00:47:58,,House of Cards: Season 4: Chapter 50 (Episode 11),,Chrome PC (Cadmium),00:49:26,00:49:26,US (United States)
Jiaming,2021-10-05 14:55:38,00:09:39,,House of Cards: Season 4: Chapter 49 (Episode 10),,Chrome PC (Cadmium),00:54:31,00:54:31,US (United States)
Jiaming,2021-10-05 04:15:36,00:43:19,,House of Cards: Season 4: Chapter 49 (Episode 10),,Chrome PC (Cadmium),00:44:52,Not latest view,US (United States)
Jiaming,2021-10-05 03:27:31,00:41:40,,House of Cards: Season 4: Chapter 48 (Episode 9),,Chrome PC (Cadmium),00:43:19,00:43:19,US (United States)
Jiaming,2021-10-05 02:20:21,00:43:05,,House of Cards: Season 4: Chapter 47 (Episode 8),,Chrome PC (Cadmium),00:44:02,00:44:02,US (United States)
Jiaming,2021-10-04 21:06:27,00:47:47,,House of Cards: Season 4: Chapter 46 (Episode 7),,Chrome PC (Cadmium),00:48:52,00:48:52,US (United States)
Jiaming,2021-10-04 20:22:37,00:43:50,,House of Cards: Season 4: Chapter 45 (Episode 6),,Chrome PC (Cadmium),00:45:19,00:45:19,US (United States)
Jiaming,2021-10-04 19:37:02,00:44:49,,House of Cards: Season 4: Chapter 44 (Episode 5),,Chrome PC (Cadmium),00:45:07,00:45:07,US (United States)
Jiaming,2021-10-04 18:57:22,00:39:30,,House of Cards: Season 4: Chapter 43 (Episode 4),,Chrome PC (Cadmium),00:40:14,00:40:14,US (United States)
Jiaming,2021-10-04 18:06:41,00:50:40,,House of Cards: Season 4: Chapter 42 (Episode 3),,Chrome PC (Cadmium),00:51:46,00:51:46,US (United States)
Jiaming,2021-10-04 17:47:47,00:18:15,,House of Cards: Season 4: Chapter 41 (Episode 2),,Chrome PC (Cadmium),00:39:20,00:39:20,US (United States)
Jiaming,2021-10-04 17:47:35,00:00:08,Autoplayed: user action: None; ,Black Mirror: Season 5 (Trailer),TRAILER,Chrome PC (Cadmium),00:00:08,00:00:08,US (United States)
Jiaming,2021-10-04 05:15:04,00:19:30,,House of Cards: Season 4: Chapter 41 (Episode 2),,Chrome PC (Cadmium),00:21:05,Not latest view,US (United States)
Jiaming,2021-10-04 03:58:33,00:45:09,,House of Cards: Season 4: Chapter 40 (Episode 1),,Chrome PC (Cadmium),00:46:22,00:46:22,US (United States)
Jiaming,2021-10-04 02:40:57,00:53:47,,House of Cards: Season 3: Chapter 39 (Episode 13),,Chrome PC (Cadmium),00:55:19,00:55:19,US (United States)
Jiaming,2021-10-04 02:23:24,00:16:27,,House of Cards: Season 3: Chapter 38 (Episode 12),,Chrome PC (Cadmium),00:46:54,00:46:54,US (United States)
Jiaming,2021-10-04 00:37:59,00:26:03,,House of Cards: Season 3: Chapter 38 (Episode 12),,Chrome PC (Cadmium),00:30:26,Not latest view,US (United States)
Jiaming,2021-10-03 21:58:17,00:03:23,,House of Cards: Season 3: Chapter 38 (Episode 12),,Chrome PC (Cadmium),00:04:22,Not latest view,US (United States)
Jiaming,2021-10-03 21:04:13,00:49:05,,House of Cards: Season 3: Chapter 37 (Episode 11),,Chrome PC (Cadmium),00:50:13,00:50:13,US (United States)
Jiaming,2021-10-03 20:11:03,00:53:09,,House of Cards: Season 3: Chapter 36 (Episode 10),,Chrome PC (Cadmium),00:54:27,00:54:27,US (United States)
Jiaming,2021-10-03 18:56:13,00:48:00,,House of Cards: Season 3: Chapter 35 (Episode 9),,Chrome PC (Cadmium),00:49:09,00:49:09,US (United States)
Jiaming,2021-10-03 18:21:25,00:34:45,,House of Cards: Season 3: Chapter 34 (Episode 8),,Chrome PC (Cadmium),00:41:27,00:41:27,US (United States)
Jiaming,2021-10-03 17:32:28,00:48:56,,House of Cards: Season 3: Chapter 33 (Episode 7),,Chrome PC (Cadmium),00:50:36,00:50:36,US (United States)
Jiaming,2021-10-03 17:15:17,00:17:09,,House of Cards: Season 3: Chapter 34 (Episode 8),,Chrome PC (Cadmium),00:18:32,Not latest view,US (United States)
Jiaming,2021-10-03 17:14:46,00:00:28,,House of Cards: Season 3: Chapter 33 (Episode 7),,Chrome PC (Cadmium),00:00:34,Not latest view,US (United States)
Jiaming,2021-10-03 16:44:57,00:29:48,,House of Cards: Season 3: Chapter 32 (Episode 6),,Chrome PC (Cadmium),00:51:30,00:51:30,US (United States)
Jiaming,2021-10-03 16:44:43,00:00:08,Autoplayed: user action: None; ,Star Trek: The Next Generation: Season 1_hook_01_16x9,HOOK,Chrome PC (Cadmium),00:00:08,00:00:08,US (United States)
Jiaming,2021-10-03 05:45:59,00:09:21,,House of Cards: Season 3: Chapter 32 (Episode 6),,Chrome PC (Cadmium),00:21:42,Not latest view,US (United States)
Jiaming,2021-10-03 03:54:34,00:08:27,,House of Cards: Season 3: Chapter 32 (Episode 6),,Chrome PC (Cadmium),00:12:20,Not latest view,US (United States)
Jiaming,2021-10-03 01:31:42,00:02:28,,House of Cards: Season 3: Chapter 32 (Episode 6),,Chrome PC (Cadmium),00:03:53,Not latest view,US (United States)
Jiaming,2021-10-03 00:08:54,00:48:22,,House of Cards: Season 3: Chapter 31 (Episode 5),,Chrome PC (Cadmium),00:49:41,00:49:41,US (United States)
Jiaming,2021-10-02 23:19:44,00:44:30,,House of Cards: Season 3: Chapter 30 (Episode 4),,Chrome PC (Cadmium),00:45:06,00:45:06,US (United States)
Jiaming,2021-10-02 22:29:43,00:49:13,,House of Cards: Season 3: Chapter 29 (Episode 3),,Chrome PC (Cadmium),00:50:26,00:50:26,US (United States)
Jiaming,2021-10-02 21:36:17,00:34:42,,House of Cards: Season 3: Chapter 28 (Episode 2),,Chrome PC (Cadmium),00:52:11,00:52:11,US (United States)
Jiaming,2021-10-02 20:17:16,00:00:11,,House of Cards: Season 3: Chapter 28 (Episode 2),,Chrome PC (Cadmium),00:18:26,Not latest view,US (United States)
Jiaming,2021-10-02 16:11:42,00:16:49,,House of Cards: Season 3: Chapter 28 (Episode 2),,Chrome PC (Cadmium),00:18:14,Not latest view,US (United States)
Jiaming,2021-10-02 15:29:33,00:42:06,,House of Cards: Season 3: Chapter 27 (Episode 1),,Chrome PC (Cadmium),00:56:20,00:56:20,US (United States)
Jiaming,2021-10-02 15:29:15,00:00:15,,House of Cards: Season 2: Chapter 26 (Episode 13),,Chrome PC (Cadmium),00:57:00,00:57:00,US (United States)
Jiaming,2021-10-02 15:29:05,00:00:08,,House of Cards: Season 3: Chapter 27 (Episode 1),,Chrome PC (Cadmium),00:13:34,Not latest view,US (United States)
Jiaming,2021-10-02 07:34:26,00:12:19,,House of Cards: Season 3: Chapter 27 (Episode 1),,Chrome PC (Cadmium),00:13:26,Not latest view,US (United States)
Jiaming,2021-10-02 06:37:33,00:56:52,,House of Cards: Season 2: Chapter 26 (Episode 13),,Chrome PC (Cadmium),00:57:34,Not latest view,US (United States)
Jiaming,2021-10-02 05:53:29,00:43:55,,House of Cards: Season 2: Chapter 25 (Episode 12),,Chrome PC (Cadmium),00:44:48,00:44:48,US (United States)
Jiaming,2021-10-02 05:48:07,00:05:21,,House of Cards: Season 2: Chapter 24 (Episode 11),,Chrome PC (Cadmium),00:51:12,00:51:12,US (United States)
Jiaming,2021-10-02 00:52:58,00:17:14,,House of Cards: Season 2: Chapter 24 (Episode 11),,Safari MAC (Cadmium),00:45:51,Not latest view,US (United States)
Jiaming,2021-10-02 00:22:22,00:27:16,,House of Cards: Season 2: Chapter 24 (Episode 11),,Chrome PC (Cadmium),00:29:01,Not latest view,US (United States)
Jiaming,2021-10-02 00:01:01,00:21:19,,House of Cards: Season 2: Chapter 23 (Episode 10),,Chrome PC (Cadmium),00:48:32,00:48:32,US (United States)
Jiaming,2021-10-01 22:28:13,00:00:09,Autoplayed: user action: None; ,Plot Clip: Sex Education: Season 3,HOOK,Chrome PC (Cadmium),00:00:09,00:00:09,US (United States)
Jiaming,2021-10-01 20:31:15,00:25:44,,House of Cards: Season 2: Chapter 23 (Episode 10),,Chrome PC (Cadmium),00:27:22,Not latest view,US (United States)
Jiaming,2021-10-01 19:45:56,00:45:19,,House of Cards: Season 2: Chapter 22 (Episode 9),,Chrome PC (Cadmium),00:46:54,00:46:54,US (United States)
Jiaming,2021-10-01 19:01:15,00:44:40,,House of Cards: Season 2: Chapter 21 (Episode 8),,Chrome PC (Cadmium),00:44:58,00:44:58,US (United States)
Jiaming,2021-10-01 18:15:43,00:45:30,,House of Cards: Season 2: Chapter 20 (Episode 7),,Chrome PC (Cadmium),00:46:00,00:46:00,US (United States)
Jiaming,2021-10-01 17:27:21,00:48:20,,House of Cards: Season 2: Chapter 19 (Episode 6),,Chrome PC (Cadmium),00:49:25,00:49:25,US (United States)
Jiaming,2021-10-01 16:42:14,00:45:05,,House of Cards: Season 2: Chapter 18 (Episode 5),,Chrome PC (Cadmium),00:46:44,00:46:44,US (United States)
Jiaming,2021-10-01 15:44:46,00:44:15,,House of Cards: Season 2: Chapter 17 (Episode 4),,Chrome PC (Cadmium),00:45:42,00:45:42,US (United States)
Jiaming,2021-10-01 15:29:18,00:15:26,,House of Cards: Season 2: Chapter 16 (Episode 3),,Chrome PC (Cadmium),00:48:51,00:48:51,US (United States)
Jiaming,2021-10-01 05:28:14,00:33:28,,House of Cards: Season 2: Chapter 16 (Episode 3),,Chrome PC (Cadmium),00:33:56,Not latest view,US (United States)
Jiaming,2021-10-01 04:10:03,00:45:23,,House of Cards: Season 2: Chapter 15 (Episode 2),,Chrome PC (Cadmium),00:46:32,00:46:32,US (United States)
Jiaming,2021-10-01 03:15:45,00:47:35,,House of Cards: Season 2: Chapter 14 (Episode 1),,Chrome PC (Cadmium),00:47:19,00:47:19,US (United States)
Jiaming,2021-10-01 02:32:00,00:40:25,,House of Cards: Season 1: Chapter 13 (Episode 13),,Chrome PC (Cadmium),00:47:05,00:47:05,US (United States)
Jiaming,2021-09-30 22:09:49,00:06:03,,House of Cards: Season 1: Chapter 13 (Episode 13),,Chrome PC (Cadmium),00:07:10,Not latest view,US (United States)
Jiaming,2021-09-30 21:08:14,00:50:06,,House of Cards: Season 1: Chapter 12 (Episode 12),,Chrome PC (Cadmium),00:50:25,00:50:25,US (United States)
Jiaming,2021-09-30 20:14:29,00:50:50,,House of Cards: Season 1: Chapter 11 (Episode 11),,Chrome PC (Cadmium),00:52:15,00:52:15,US (United States)
Jiaming,2021-09-30 19:40:25,00:34:02,,House of Cards: Season 1: Chapter 10 (Episode 10),,Chrome PC (Cadmium),00:49:54,00:49:54,US (United States)
Jiaming,2021-09-30 19:28:13,00:10:27,,House of Cards: Season 1: Chapter 10 (Episode 10),,Chrome PC (Cadmium),00:16:02,Not latest view,US (United States)
Jiaming,2021-09-30 17:48:53,00:04:08,,House of Cards: Season 1: Chapter 10 (Episode 10),,Chrome PC (Cadmium),00:05:45,Not latest view,US (United States)
Jiaming,2021-09-30 17:02:49,00:45:49,,House of Cards: Season 1: Chapter 9 (Episode 9),,Chrome PC (Cadmium),00:48:54,00:48:54,US (United States)
Jiaming,2021-09-30 16:20:01,00:42:47,Autoplayed: user action: None; ,House of Cards: Season 1: Chapter 8 (Episode 8),,Chrome PC (Cadmium),00:44:23,00:44:23,US (United States)
Jiaming,2021-09-30 16:02:59,00:15:44,,House of Cards: Season 1: Chapter 7 (Episode 7),,Chrome PC (Cadmium),00:51:27,00:51:27,US (United States)
Jiaming,2021-09-30 15:48:04,00:09:19,,House of Cards: Season 1: Chapter 7 (Episode 7),,Apple iPhone 13 Pro Max,00:35:43,Not latest view,US (United States)
Jiaming,2021-09-30 05:40:50,00:25:19,,House of Cards: Season 1: Chapter 7 (Episode 7),,Chrome PC (Cadmium),00:26:43,Not latest view,US (United States)
Jiaming,2021-09-30 04:59:52,00:40:49,,House of Cards: Season 1: Chapter 6 (Episode 6),,Chrome PC (Cadmium),00:47:42,00:47:42,US (United States)
Jiaming,2021-09-30 04:51:40,00:08:11,,House of Cards: Season 1: Chapter 5 (Episode 5),,Chrome PC (Cadmium),00:49:47,00:49:47,US (United States)
Jiaming,2021-09-29 19:16:37,00:41:30,,House of Cards: Season 1: Chapter 5 (Episode 5),,Chrome PC (Cadmium),00:41:36,Not latest view,US (United States)
Jiaming,2021-09-29 18:30:44,00:45:28,,House of Cards: Season 1: Chapter 4 (Episode 4),,Chrome PC (Cadmium),00:46:11,00:46:11,US (United States)
Jiaming,2021-09-29 17:49:50,00:40:27,,House of Cards: Season 1: Chapter 3 (Episode 3),,Chrome PC (Cadmium),00:48:38,00:48:38,US (United States)
Jiaming,2021-09-29 17:49:42,00:00:04,Autoplayed: user action: None; ,The Blacklist: Season 1_hook_primary_16x9,HOOK,Chrome PC (Cadmium),00:00:04,00:00:04,US (United States)
Jiaming,2021-09-29 17:32:10,00:06:55,,House of Cards: Season 1: Chapter 3 (Episode 3),,Safari MAC (Cadmium),00:08:22,Not latest view,US (United States)
Jiaming,2021-09-29 17:28:47,00:03:22,,House of Cards: Season 1: Chapter 2 (Episode 2),,Safari MAC (Cadmium),00:46:47,00:46:47,US (United States)
Jiaming,2021-09-29 04:29:14,00:43:31,,House of Cards: Season 1: Chapter 2 (Episode 2),,Chrome PC (Cadmium),00:43:25,Not latest view,US (United States)
Jiaming,2021-09-29 02:54:51,00:54:01,,House of Cards: Season 1: Chapter 1 (Episode 1),,Chrome PC (Cadmium),00:53:51,00:53:51,US (United States)
Jiaming,2021-09-28 01:26:37,00:00:14,Autoplayed: user action: None; ,Plot Clip: Clickbait,HOOK,Safari MAC (Cadmium),00:00:14,00:00:14,US (United States)
Jiaming,2021-09-28 01:26:24,00:00:05,Autoplayed: user action: None; ,Trailer: Intrusion,TRAILER,Safari MAC (Cadmium),00:00:05,00:00:05,US (United States)
Jiaming,2021-09-28 01:26:12,00:00:04,Autoplayed: user action: None; ,Young Adult Clip: Midnight Mass,HOOK,Safari MAC (Cadmium),00:00:04,00:00:04,US (United States)
Jiaming,2021-09-15 05:11:49,00:00:03,,Sex/Life: Season 1: Empire State of Mind (Episode 3),,Apple iPhone 11 Pro Max,00:48:06,00:48:06,US (United States)
Jiaming,2021-09-15 05:10:07,00:00:21,Autoplayed: user action: None; ,Season 2 Teaser: Into the Night,TEASER_TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:21,00:00:21,HK (Hong Kong)
Jiaming,2021-09-15 05:07:28,00:00:20,Autoplayed: user action: None; ,Clip 3: Kingdom: Ashin of the North,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:20,00:00:20,HK (Hong Kong)
Jiaming,2021-09-15 05:04:58,00:00:07,,Beyond Evil: Season 1: Episode 16,,Apple iPhone 11 Pro Max,01:14:40,01:14:40,US (United States)
Jiaming,2021-09-15 05:04:34,00:00:06,,Beyond Evil: Season 1: Episode 15,,Apple iPhone 11 Pro Max,00:43:32,00:43:32,US (United States)
Jiaming,2021-09-15 05:03:55,00:00:07,,Beyond Evil: Season 1: Episode 12,,Apple iPhone 11 Pro Max,00:53:17,00:53:17,US (United States)
Jiaming,2021-09-15 05:03:15,00:00:35,Autoplayed: user action: None; ,Beyond Evil: Season 1_hook_05_16x9,HOOK,Apple iPhone 11 Pro Max,00:00:36,00:00:36,US (United States)
Jiaming,2021-09-15 05:03:02,00:00:04,Autoplayed: user action: None; ,Season 1 Teaser: D.P.,TEASER_TRAILER,Apple iPhone 11 Pro Max,00:00:05,00:00:05,US (United States)
Jiaming,2021-09-15 05:02:48,00:00:08,Autoplayed: user action: None; ,Plot Clip: Clickbait,HOOK,Apple iPhone 11 Pro Max,00:00:09,Not latest view,US (United States)
Jiaming,2021-07-03 18:14:16,00:02:53,Autoplayed: user action: None; ,Sex/Life: Season 1: Empire State of Mind (Episode 3),,Apple iPhone 11 Pro Max,00:48:03,Not latest view,US (United States)
Jiaming,2021-07-03 18:13:55,00:00:13,Autoplayed: user action: None; ,Season 1 Clip #3 (Love Triangle): Sex/Life,HOOK,Apple iPhone 11 Pro Max,00:00:14,00:00:14,US (United States)
Jiaming,2021-05-14 14:47:41,00:00:08,,"Love, Death & Robots: Volume 1: ICE AGE (Episode 16)",,Apple iPad Air 4th Gen Wi-Fi iPad,00:00:29,Not latest view,US (United States)
